category,content,fairness,label,line_number
unc,"Send any unsolicited or unauthorized advertising, promotional materials, email, junk mail, spam, chain letters or other form of solicitation;",,unc,
unc,"Use any meta tags or other hidden text or metadata utilizing a Academia.edu trademark, logo URL or product name without Academia.edu’s express written consent;",,unc,
unc,"Use the Site, Services or Collective Content for any commercial purpose or the benefit of any third party or in any manner not permitted by these Terms;",,unc,
unc,"Forge any TCP/IP packet header or any part of the header information in any email or newsgroup posting, or in any way use the Site, Services or Collective Content to send altered, deceptive or false source-identifying information;",,unc,
unc,"Attempt to decipher, decompile, disassemble or reverse engineer any of the software used to provide the Site, Services or Collective Content;",,unc,
unc,"Interfere with, or attempt to interfere with, the access of any user, host or network, including, without limitation, sending a virus, overloading, flooding, spamming, or mail-bombing the Site or Services;",,unc,
unc,Collect or store any personally identifiable information from the Site or Services from other users of the Site or Services without their express permission;,,unc,
unc,Impersonate or misrepresent your affiliation with any person or entity;,,unc,
unc,Encourage or enable any other individual to do any of the foregoing.,,unc,
unc,Academia.edu respects copyright law and expects its users to do the same. ,,unc,
unc,"The Site or Services may contain links to third-party websites or resources. You acknowledge and agree that Academia.edu is not responsible or liable for: (i) the availability or accuracy of such websites or resources; or (ii) the content, products, or services on or available from such websites or resources. Links to such websites or resources do not imply any endorsement by Academia.edu of such websites or resources or the content, products, or services available from such websites or resources. You acknowledge sole responsibility for and assume all risk arising from your use of any such websites or resources or the content, products, or services on or available from such websites or resources.",,unc,
